ID программы;Форма обучения;Проходной балл бюджет;Проходной балл платное;Мест бюджет;Мест платное;Стоимость;Стоимость, за год;Когда;Срок обучения;График занятий
617219;Очная;;;;;16 900 р., 33 800 р.;;22 авг, 22 авг, 31 авг, 5 сен, 7 сен;7 недель, 104 ак. ч;Будни/Выходные
617219;Он-лайн;;;;;30 600 р.;;22 авг, 22 авг, 31 авг, 5 сен, 7 сен;7 недель, 104 ак. ч;Будни/Выходные дни 10.00-14.30
738703;Русскоязычные преподаватели;;;;;580 р.;;в любое время;1 ак. ч;-
738703;С носителем английского языка;;;;;1 700 р.;;в любое время;1 ак. ч;-
734727;Вечерняя;;;;;42 900 р.;;21 сен;2 месяца, 80 ак. ч;2-3 раза в неделю с 18:30 до 21:30, возможны занятия в субботу с 10:00 до 17:00
730540;Дистанционная;;;;;210 000 р.;;20 авг, 20 авг, 28 авг;14 месяцев;2–4 занятия в неделю
718421;Дистанционная;;;;;3 700 р.;;26 авг, 26 сен;3 дня, 26 ак. ч;По средам - 4 занятия Август 2020 года: 26 Сентябрь: 2, 9 и 16, Время: 18:30-21:45
733803;Очная;;;;;-;;по мере набора;144 ак. ч;-
734984;Очная;;;;;101 760 р.;;по мере набора;8 месяцев, 252 ак. ч;2 раза в неделю, с 18:30 до 21:00
736501;Дистанционная;;;;;25 000 р.;;23 авг, 23 авг, 30 авг;2 месяца;Онлайн-обучение
740563;Дистанционная;;;;;3 400 р., 4 000 р.;;в любое время;9 дней, 72 ак. ч;свободный
736156;Дистанционная;;;;;44 900 р.;;6 сен;3 месяца;-
446470/1;Очно-заочная;-;;-;;;145 000 р.;1 сен;54 месяца;
744486;Online;;;;;48 000 р.;;-;2 месяца;-
737257;Дистанционная;;;;;1 500 р.;;в любое время;2 ак. ч;-
744311;Дистанционная;;;;;10 500 р.;;15 сен, 30 сен;72 ак. ч;-
711525;Заочная;;;;;138 000 р.;;20 авг, 20 авг, 4 сен, 21 сен, 5 окт, 20 окт, 5 ноя, 20 ноя, 4 дек, 21 дек;18 месяцев, 1536 ак. ч;от 20 до 40 часов в неделю
698286;Дистанционная;;;;;22 990 р.;;30 авг;35 дней, 72 ак. ч;-
698286;Очная;;;;;22 990 р.;;30 авг;35 дней, 72 ак. ч;-
650125;Очная;;;;;13 300 р., 26 600 р.;;22 авг, 22 авг, 31 авг, 5 сен, 7 сен;5 недель, 72 ак. ч;Будни/Выходные
650125;Он-лайн;;;;;24 000 р.;;22 авг, 22 авг, 31 авг, 5 сен, 7 сен;3 недели, 72 ак. ч;Будни/Выходные дни 10.00-14.30
719457;Дистанционная;;;;;38 900 р.;;в любое время;40 ак. ч;-
719457;Онлайн-трансляция;;;;;55 500 р.;;5 окт, 5 окт, 16 ноя, 14 дек;40 ак. ч;5 дней онлайн-трансляции c 09.00 до 16.15 (по московскому времени)
719457;Очная;;;;;55 500 р.;;5 окт, 5 окт, 16 ноя, 14 дек;40 ак. ч;5 дней очного обучения c 09.00 до 16.15
745025;Дистанционная;;;;;1 500 р.;;в любое время;2 дня, 12 ак. ч;-
744070;Дистанционная;;;;;300 р.;;по мере набора;1 день;-
710519;Дистанционная;;;;;175 000 р.;;31 авг;14 месяцев;2–4 занятия в неделю
739679;Дистанционная;;;;;47 900 р.;;по мере набора;6 недель;-
738002;Дистанционная;;;;;20 000 р.;;23 авг, 23 авг, 30 авг;2 месяца;-
739631;Онлайн;;;;;15 900 р.;;22 сен;3 недели, 32 ак. ч;"2-3 раза по рабочим дням с 18:30 до 21:30; возможно в субботу с 10:00 до 13:00"
715861;Дистанционная;;;;;32 400 р.;;5 сен;2 месяца, 72 ак. ч;по субботам – 9 занятий, 13:00-20:30
738726;Русскоязычные преподаватели;;;;;580 р.;;в любое время;1 ак. ч;-
738726;Носители английского языка;;;;;1 700 р.;;в любое время;1 ак. ч;-
744310;Онлайн курс на образовательной платформе МГУПП;;;;;14 000 р.;;15 сен, 30 сен;72 ак. ч;-
736633;Дистанционная;;;;;31 900 р.;;6 сен;8 недель;-
744548;Online;;;;;20 300 р.;;19 авг, 19 окт;2 месяца;-
739888/3;Очно-заочная;-;;-;;;180 000 р.;сен;29 месяцев;
733800;Очная;;;;;720 р.;;по мере набора;72 ак. ч;-
740552;Дистанционная;;;;;3 400 р., 4 000 р.;;в любое время;9 дней, 72 ак. ч;свободный
740552;Дистанционная;;;;;4 300 р., 5 000 р.;;в любое время;14 дней, 112 ак. ч;свободный
711511;Заочная;;;;;42 000 р.;;20 авг, 20 авг, 4 сен, 21 сен, 5 окт, 20 окт, 5 ноя, 20 ноя, 4 дек, 21 дек;6 месяцев, 512 ак. ч;от 20 до 40 часов в неделю
734990;Очная;;;;;86 400 р.;;по мере набора;5 месяцев, 252 ак. ч;2 раза в неделю с 18:30 до 21:00
669698;Дистанционная;;;;;15 990 р.;;5 сен;14 дней, 24 ак. ч;-
669698;Очная;;;;;15 990 р.;;5 сен;14 дней, 24 ак. ч;-
730739;Дистанционная;;;;;236 988 р.;;2 сен;18 месяцев;2–4 занятия в неделю
650402;Вечерняя;;;;;42 900 р.;;22 сен;2 месяца, 80 ак. ч;"2-3 раза по рабочим дням с 18:30 до 21:30; возможны занятия в субботу с 10:00 до 17:00"
745287;Очная;;;;;4 500 р.;;по мере набора;1 день, 8 ак. ч;-
745287;Дистанционная;;;;;4 500 р.;;в любое время;1 день, 8 ак. ч;-
650128;Очная;;;;;6 200 р., 12 400 р.;;22 авг, 22 авг, 1 сен, 3 сен;2 недели, 24 ак. ч;Будни/Выходные
650128;Он-лайн;;;;;12 400 р.;;22 авг, 22 авг, 1 сен, 3 сен;24 ак. ч;Будни/Выходные
739705;Дистанционная;;;;;120 000 р.;;по мере набора;9 месяцев;-
736553;Дистанционная;;;;;19 900 р.;;23 авг, 23 авг, 30 авг;2 месяца;-
744581;Дистанционная;;;;;650 р.;;по мере набора;11 дней, 16 ак. ч;-
719446;Дистанционная;;;;;38 900 р.;;в любое время;30 дней, 40 ак. ч;-
719446;Онлайн-трансляция;;;;;55 500 р.;;-;5 дней, 40 ак. ч;5 дней онлайн-трансляции c 09.00 до 16.15
719446;Очная;;;;;55 500 р.;;-;5 дней, 40 ак. ч;5 дней очного обучения c 09.00 до 16.15
746730;Заочно-дистанционная;;;;;57 000 р.;;по мере набора;12 месяцев, 1024 ак. ч;от 20 до 40 часов в неделю
744492;Online;;;;;38 400 р.;;19 авг;2 месяца;-
715356;Модульная;;;;;8 000 р.;;8 сен, 9 дек;4 месяца, 92 ак. ч;"Время: - семинара 10:00-17:00; - интервизии 17:15-19:00"
744308;Дистанционная;;;;;7 800 р.;;16 сен, 23 сен;18 ак. ч;-
736652;Дистанционная;;;;;35 900 р.;;6 сен;12 недель;-
738049;Заочная;;;;;42 000 р.;;20 авг, 20 авг, 4 сен, 21 сен, 5 окт, 20 окт, 5 ноя, 20 ноя, 4 дек, 21 дек;6 месяцев, 512 ак. ч;от 20 до 40 часов в неделю
736571;Очная;;;;;50 000 р.;;по мере набора;72 ак. ч;-
740553;Дистанционная;;;;;3 400 р., 4 000 р.;;в любое время;9 дней, 72 ак. ч;свободный
740553;Дистанционная;;;;;4 300 р., 5 000 р.;;в любое время;14 дней, 112 ак. ч;свободный
730525;Очно-заочная;;;;;590 000 р.;;по мере набора;9 месяцев;-
739890/3;Очно-заочная;-;;-;;;180 000 р.;1 сен;29 месяцев;
685429;Дистанционная;;;;;29 990 р.;;6 сен;28 дней, 52 ак. ч;-
685429;Очная;;;;;29 990 р.;;6 сен;28 дней, 52 ак. ч;-
745026;Дистанционная;;;;;1 500 р.;;в любое время;2 дня, 12 ак. ч;-
719596;Дистанционная;;;;;150 000 р.;;в любое время;250 ак. ч;-
734256/1;Очная;-;;-;;;330 000 р.;1 сен;4 года;
741081;Дистанционная;;;;;2 400 р.;;по мере набора;48 дней, 72 ак. ч;-
736545;Дистанционная;;;;;50 000 р.;;23 авг, 23 авг, 30 авг;12 недель;-
738042;Дистанционная;;;;;52 000 р.;;по мере набора;3 месяца;-
698322;Вечерняя;;;;;42 900 р.;;23 сен;2 месяца, 80 ак. ч;"2-3 раза в неделю по рабочим дням с 18:30 до 21:30; возможны в субботу"
741125;Дистанционная;;;;;5 450 р.;;по мере набора;347 дней, 520 ак. ч;-
739794;Он-лайн;;;;;27 500 р.;;8 сен;7 месяцев, 152 ак. ч;по вторникам - 25 занятий, 18:30 — 21:45
745458;Online;;;;;33 600 р.;;19 авг, 19 окт;2 месяца;-
744324;Вебинар;;;;;25 000 р.;;12 окт;36 ак. ч;-
738058;Дистанционная;;;;;42 000 р.;;20 авг, 20 авг, 4 сен, 21 сен, 5 окт, 20 окт, 5 ноя, 20 ноя, 4 дек, 21 дек;6 месяцев, 512 ак. ч;от 20 до 40 часов в неделю
732711;Очно-заочная;;;;;10 000 р.;;по мере набора;72 ак. ч;-
736650;Дистанционная;;;;;47 900 р.;;6 сен;20 недель;-
650130;Очная;;;;;5 700 р., 11 400 р.;;25 авг, 25 авг, 5 сен;2 недели, 20 ак. ч;-
650130;Он-лайн;;;;;11 400 р.;;25 авг, 25 авг, 5 сен;20 ак. ч;-
730828;Дистанционная;;;;;180 000 р.;;-;12 месяцев;2–4 занятия в неделю
740551;Дистанционная;;;;;3 400 р., 4 000 р.;;в любое время;9 дней, 72 ак. ч;свободный
740551;Дистанционная;;;;;4 300 р., 5 000 р.;;в любое время;14 дней, 112 ак. ч;свободный
745027;Дистанционная;;;;;800 р.;;в любое время;1 день, 4 ак. ч;-
705921;Дистанционная;;;;;28 990 р.;;14 сен;4 дня, 60 ак. ч;-
705921;Очная;;;;;28 990 р.;;14 сен;4 дня, 60 ак. ч;-
743011;Дистанционная;;;;;6 375 р.;;по мере набора;168 дней, 252 ак. ч;-
699654/3;Очно-заочная;-;;-;;;150 000 р.;1 сен;29 месяцев;
702311/1;Очная;287;;-;;;330 000 р.;1 сен;4 года;
738076;Дистанционная;;;;;4 800 р.;;в любое время;2 месяца;-
737677;Дистанционная;;;;;20 000 р.;;23 авг, 23 авг, 30 авг;2 месяца;-
664215;Дистанционная;;;;;159 000 р.;;в любое время;22 месяца;-
664215;Очно-заочная;;;;;259 000 р.;;по мере набора;22 месяца;Очно-дистанционная форма с 10 днями очного изучения специализации
664215;Вечерняя;;;;;359 000 р.;;по мере набора;18 месяцев;3 будних вечера (понедельник, среда, пятница) + 1 суббота 1 раз / мес., 19.00 — 22.00
664215;Группа выходного дня;;;;;359 000 р.;;по мере набора;22 месяца;3 дня занятий (пятница, суббота, воскресенье) в месяц, 09.00 — 18.45
744323;Вебинар;;;;;50 000 р.;;19 окт;72 ак. ч;-
744547;Online;;;;;бесплатно;;20 авг, 21 авг;1 день;-
738065;Дистанционная;;;;;42 000 р.;;20 авг, 20 авг, 4 сен, 21 сен, 5 окт, 20 окт, 5 ноя, 20 ноя, 4 дек, 21 дек;6 месяцев, 512 ак. ч;от 20 до 40 часов в неделю
736651;Дистанционная;;;;;59 900 р.;;в любое время;20 недель;-
739630;Онлайн;;;;;26 000 р.;;28 сен;1 месяц, 40 ак. ч;вебинары 3 раза в неделю с 10:00 до 13:00
715820;Очная;;;;;19 200 р.;;13 сен;3 месяца, 72 ак. ч;по воскресеньям - 10 занятий, 16:00-19:15
650129;Очная;;;;;5 700 р., 11 400 р.;;29 авг, 29 авг, 8 сен;2 недели, 20 ак. ч;Будни/Выходные
650129;Он-лайн;;;;;11 400 р.;;29 авг, 29 авг, 8 сен;20 ак. ч;-
735053;Очная;;;;;450 000 р.;;сен;10 месяцев;-
733353;Очная с применением дистанционных технологий;;;;;7 000 р.;;по мере набора;22 ак. ч;-
730532;Дистанционная;;;;;270 000 р.;;-;18 месяцев;2–4 занятия в неделю
720627;Дистанционная;;;;;96 000 р.;;по мере набора;18 месяцев, 1810 ак. ч;-
702168;Модульная;;;;;1 200 000 р.;;ноя;2 года;4 полных дня в месяц, c четверга по воскресенье
744121;Дистанционная;;;;;200 р.;;по мере набора;1 день;-
737968;Дистанционная;;;;;60 000 р.;;23 авг, 23 авг, 30 авг;5 месяцев;-
690670;Дистанционная;;;;;9 990 р.;;18 сен;13 дней, 36 ак. ч;-
690670;Очная;;;;;9 990 р.;;18 сен;13 дней, 36 ак. ч;-
745288;Очная;;;;;4 400 р.;;по мере набора;1 день, 8 ак. ч;-
745288;Дистанционная;;;;;4 400 р.;;по мере набора;1 день, 8 ак. ч;-
671772;Очно-заочная;;;;;79 000 р.;;по мере набора;1 год;Очно-дистанционная форма с 5 днями очного изучения специализации
671772;Очная;;;;;249 000 р.;;по мере набора;1 год;3 будних вечера (понедельник, среда, пятница) 19.00 — 22.00 + 1 суббота 1 раз / мес., 10.00 — 17.00
